EventType,Timestamp,DeviceID,User  ID,Details,Value,predicted_has_error,datetime,Date,fl_work,work_time_per
АварийноеВыключение,2023-10-01 19:48:12,Банкомат36,Пользователь85,Аварийное отключение устройства Банкомат36,Устройство отключено,True,2023-10-01 19:48:12,2023-10-01,1,57
ПроблемаСоСвязью,2023-10-01 19:51:53,Банкомат85,Пользователь63,Проблема со связью в Банкомат85,Слабый сигнал,True,2023-10-01 19:51:53,2023-10-01,0,99
ТестированиеСистемы,2023-10-01 19:52:35,Банкомат63,Пользователь89,Тестирование системы в Банкомат63,Некоторые системы не работают,True,2023-10-01 19:52:35,2023-10-01,1,53
ЗаменаКартриджа,2023-10-01 19:56:19,Банкомат17,Пользователь77,Замена картриджа в Банкомат17,Не удалось,True,2023-10-01 19:56:19,2023-10-01,0,60
ТестированиеСистемы,2023-10-01 20:00:29,Банкомат10,Пользователь63,Тестирование системы в Банкомат10,Все системы работают,False,2023-10-01 20:00:29,2023-10-01,1,76
ПроверкаОбновлений,2023-10-01 20:04:23,Банкомат78,Пользователь43,Проверка обновлений в Банкомат78,Обновления доступны,False,2023-10-01 20:04:23,2023-10-01,1,62
ОтказВОбслуживании,2023-10-01 20:05:57,Банкомат90,Пользователь53,Отказ в обслуживании в Банкомат90,Нет наличных,True,2023-10-01 20:05:57,2023-10-01,0,79
ПроверкаСостоянияКлавиатуры,2023-10-01 20:08:29,Банкомат87,Пользователь61,Проверка состояния клавиатуры в Банкомат87,Клавиатура работает,False,2023-10-01 20:08:29,2023-10-01,1,73
СостояниеКартриджа,2023-10-01 20:10:25,Банкомат40,Пользователь66,Состояние картриджа проверено в Банкомат40,Полный,False,2023-10-01 20:10:25,2023-10-01,0,65
СостояниеПриемаКупюр,2023-10-01 20:14:43,Банкомат28,Пользователь74,Состояние устройства приема купюр в Банкомат28 проверено,Работает,False,2023-10-01 20:14:43,2023-10-01,0,89
СостояниеКартриджа,2023-10-01 20:19:26,Банкомат30,Пользователь26,Состояние картриджа проверено в Банкомат30,Пустой,False,2023-10-01 20:19:26,2023-10-01,0,78
ЗаменаКартриджа,2023-10-01 20:20:09,Банкомат23,Пользователь83,Замена картриджа в Банкомат23,Не удалось,True,2023-10-01 20:20:09,2023-10-01,0,64
ПроверкаОбновлений,2023-10-01 20:25:01,Банкомат85,Пользователь38,Проверка обновлений в Банкомат85,Обновления доступны,False,2023-10-01 20:25:01,2023-10-01,1,63
СигнализацияОшибки,2023-10-01 20:27:37,Банкомат38,Пользователь9,Сигнализация ошибки в Банкомат38,Ошибка связи,True,2023-10-01 20:27:37,2023-10-01,0,78
ОшибкаЖесткогоДиска,2023-10-01 20:32:12,Банкомат47,Пользователь30,Ошибка жесткого диска в Банкомат47,Нет свободного места,True,2023-10-01 20:32:12,2023-10-01,1,81
ПроблемаСоСвязью,2023-10-01 20:34:32,Банкомат40,Пользователь81,Проблема со связью в Банкомат40,Слабый сигнал,True,2023-10-01 20:34:32,2023-10-01,0,74
ОшибкаСети,2023-10-01 20:36:31,Банкомат86,Пользователь12,Ошибка сети в Банкомат86,Потеря пакетов,False,2023-10-01 20:36:31,2023-10-01,0,74
ПроверкаСостоянияСвязи,2023-10-01 20:44:02,Банкомат11,Пользователь12,Проверка состояния связи в Банкомат11,Плохое,True,2023-10-01 20:44:02,2023-10-01,1,82
ТестированиеСистемы,2023-10-01 20:45:29,Банкомат40,Пользователь96,Тестирование системы в Банкомат40,Все системы работают,False,2023-10-01 20:45:29,2023-10-01,1,58
ОшибкаЖесткогоДиска,2023-10-01 20:51:19,Банкомат16,Пользователь12,Ошибка жесткого диска в Банкомат16,Ошибка чтения,True,2023-10-01 20:51:19,2023-10-01,1,74
ОбслуживаниеТребуется,2023-10-01 20:54:44,Банкомат54,Пользователь36,Требуется обслуживание Банкомат54,Техническое,False,2023-10-01 20:54:44,2023-10-01,0,64
ПроверкаСостоянияПечати,2023-10-01 21:00:48,Банкомат94,Пользователь76,Проверка состояния печати в Банкомат94,Принтер работает,False,2023-10-01 21:00:48,2023-10-01,1,77
УстановкаОбновлений,2023-10-01 21:01:42,Банкомат60,Пользователь44,Установка обновлений в Банкомат60,Не удалось,True,2023-10-01 21:01:42,2023-10-01,1,82
ПроверкаОбновлений,2023-10-01 21:09:40,Банкомат75,Пользователь74,Проверка обновлений в Банкомат75,Обновления доступны,False,2023-10-01 21:09:40,2023-10-01,0,72
АварийноеВыключение,2023-10-01 21:10:40,Банкомат22,Пользователь57,Аварийное отключение устройства Банкомат22,Устройство отключено,True,2023-10-01 21:10:40,2023-10-01,0,63
ОшибкаПечати,2023-10-01 21:14:49,Банкомат30,Пользователь66,Ошибка печати в Банкомат30,Ошибка механизма,True,2023-10-01 21:14:49,2023-10-01,1,98
ОшибкаПечати,2023-10-01 21:19:22,Банкомат92,Пользователь22,Ошибка печати в Банкомат92,Ошибка механизма,True,2023-10-01 21:19:22,2023-10-01,1,78
ЗавершениеТранзакции,2023-10-01 21:23:09,Банкомат44,Пользователь42,Транзакция завершена в Банкомат44,Успешно,False,2023-10-01 21:23:09,2023-10-01,1,99
СостояниеПриемаКупюр,2023-10-01 21:23:45,Банкомат41,Пользователь58,Состояние устройства приема купюр в Банкомат41 проверено,Работает,False,2023-10-01 21:23:45,2023-10-01,0,76
ОбновлениеБезопасности,2023-10-01 21:27:12,Банкомат25,Пользователь14,Обновление систем безопасности в Банкомат25,Не удалось,True,2023-10-01 21:27:12,2023-10-01,0,95
ОшибкаСети,2023-10-01 21:28:53,Банкомат33,Пользователь59,Ошибка сети в Банкомат33,Потеря пакетов,False,2023-10-01 21:28:53,2023-10-01,1,57
ПроверкаСистемныхЛогов,2023-10-01 21:32:01,Банкомат63,Пользователь96,Проверка системных логов в Банкомат63,Ошибок не найдено,True,2023-10-01 21:32:01,2023-10-01,0,95
ОшибкаПечати,2023-10-01 21:34:56,Банкомат1,Пользователь95,Ошибка печати в Банкомат1,Нет бумаги,True,2023-10-01 21:34:56,2023-10-01,0,77
ЗавершениеТранзакции,2023-10-01 21:43:27,Банкомат65,Пользователь13,Транзакция завершена в Банкомат65,Успешно,False,2023-10-01 21:43:27,2023-10-01,1,89
